               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 138,            0.022872,           0.0088342,           0.0022949,             0.94566,             0.97605,             0.99254,             0.77086,            0.017934,           0.0050907,          0.00099698,            0.005479,            0.005479,            0.005479
                 139,            0.023882,           0.0093207,           0.0024131,             0.94911,             0.97562,             0.99126,             0.79973,             0.01796,           0.0050945,          0.00099409,            0.005446,            0.005446,            0.005446
                 140,            0.021932,           0.0089786,           0.0021224,             0.94617,             0.97173,             0.99077,             0.80268,            0.017727,           0.0050839,          0.00099465,            0.005413,            0.005413,            0.005413
                 141,            0.021972,            0.008188,           0.0022277,             0.94948,             0.97027,             0.98982,             0.79226,            0.018133,             0.00511,           0.0010058,             0.00538,             0.00538,             0.00538
                 142,            0.022377,           0.0090332,           0.0020476,             0.95143,              0.9648,             0.99335,             0.81282,            0.017932,           0.0050597,          0.00098145,            0.005347,            0.005347,            0.005347
                 143,            0.021799,           0.0084197,           0.0020173,             0.92108,             0.97536,             0.99151,             0.78527,            0.019168,           0.0051112,          0.00094709,            0.005314,            0.005314,            0.005314
                 144,            0.024835,            0.010672,           0.0022865,             0.94953,             0.93756,             0.98207,             0.78037,            0.017868,            0.005008,          0.00092089,            0.005281,            0.005281,            0.005281
                 145,            0.022732,            0.010625,           0.0020784,             0.92546,             0.93573,             0.96593,             0.75195,            0.019461,           0.0051246,          0.00090757,            0.005248,            0.005248,            0.005248
                 146,            0.024226,           0.0080425,           0.0023965,             0.95865,             0.94559,             0.98865,             0.77371,            0.020532,           0.0053601,          0.00093278,            0.005215,            0.005215,            0.005215
                 147,            0.021818,           0.0095354,           0.0020347,             0.93374,             0.96355,             0.99218,             0.78665,            0.019178,           0.0052694,          0.00096142,            0.005182,            0.005182,            0.005182
                 148,            0.023596,            0.011903,           0.0023329,             0.95808,             0.95491,             0.99237,             0.80691,            0.018394,           0.0053188,            0.001002,            0.005149,            0.005149,            0.005149
                 149,            0.023116,           0.0093427,           0.0022508,             0.96241,             0.95188,             0.99271,             0.82447,            0.018324,           0.0053672,           0.0010108,            0.005116,            0.005116,            0.005116
                 150,            0.022724,           0.0093284,            0.002206,             0.95713,             0.95885,             0.99343,             0.80437,            0.017589,           0.0053258,           0.0010469,            0.005083,            0.005083,            0.005083
                 151,            0.022346,           0.0099874,           0.0025784,             0.95068,             0.96749,             0.99349,             0.82829,              0.0173,           0.0052284,           0.0010487,             0.00505,             0.00505,             0.00505
                 152,            0.022294,            0.009891,           0.0024956,              0.9362,             0.98203,             0.99401,             0.82359,            0.017829,           0.0051978,           0.0010392,            0.005017,            0.005017,            0.005017
                 153,            0.020398,           0.0083834,           0.0022303,             0.92361,              0.9805,             0.98979,             0.77623,            0.018154,           0.0052514,           0.0010112,            0.004984,            0.004984,            0.004984
                 154,            0.021414,           0.0089422,           0.0020896,             0.92775,              0.9543,              0.9909,             0.77736,            0.017832,           0.0052249,          0.00097749,            0.004951,            0.004951,            0.004951
                 155,            0.022556,           0.0092356,           0.0023067,             0.95886,             0.95202,              0.9899,             0.81058,            0.017784,           0.0052165,          0.00094703,            0.004918,            0.004918,            0.004918
