               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 114,            0.027347,            0.013969,           0.0024112,             0.97063,             0.94596,             0.99077,             0.78939,            0.021504,           0.0057912,           0.0012088,            0.006271,            0.006271,            0.006271
                 115,            0.024986,            0.011932,            0.002743,             0.96907,             0.94055,             0.98947,             0.77265,            0.022308,           0.0058012,           0.0012281,            0.006238,            0.006238,            0.006238
                 116,            0.026843,            0.010605,           0.0025798,             0.94633,             0.94277,             0.97597,             0.75398,            0.021191,            0.005739,           0.0011843,            0.006205,            0.006205,            0.006205
                 117,            0.026506,            0.010807,           0.0028523,             0.96719,             0.94097,             0.98927,               0.771,            0.020793,            0.005739,           0.0010982,            0.006172,            0.006172,            0.006172
                 118,            0.025664,            0.011117,           0.0026951,             0.95767,              0.9429,             0.98599,             0.77805,            0.022409,           0.0058825,           0.0010148,            0.006139,            0.006139,            0.006139
                 119,            0.026443,            0.011968,           0.0024338,             0.96126,             0.94402,             0.98575,              0.7832,            0.020685,           0.0057075,           0.0009824,            0.006106,            0.006106,            0.006106
                 120,            0.026397,            0.010583,           0.0025812,             0.95758,             0.95547,             0.98636,             0.74269,            0.022096,             0.00577,          0.00097209,            0.006073,            0.006073,            0.006073
                 121,            0.026547,            0.010254,           0.0023692,             0.94509,             0.95279,             0.98104,             0.74626,            0.020668,           0.0057807,          0.00098938,             0.00604,             0.00604,             0.00604
                 122,            0.025979,            0.012348,           0.0023653,             0.97019,             0.96954,             0.99092,             0.78335,            0.020495,           0.0055764,          0.00099194,            0.006007,            0.006007,            0.006007
                 123,            0.025527,            0.011073,           0.0024513,             0.95802,             0.96597,              0.9865,              0.7752,            0.020496,           0.0055363,           0.0010372,            0.005974,            0.005974,            0.005974
                 124,            0.026009,            0.011526,           0.0024637,             0.92888,             0.95036,             0.98704,              0.7794,            0.020607,           0.0056169,           0.0010365,            0.005941,            0.005941,            0.005941
                 125,            0.026046,            0.011476,           0.0028131,             0.93152,             0.94856,             0.97421,             0.76283,            0.020945,           0.0055962,           0.0010321,            0.005908,            0.005908,            0.005908
                 126,            0.026352,            0.010948,           0.0023251,             0.96596,             0.94792,             0.98982,             0.78858,            0.020552,            0.005537,           0.0010421,            0.005875,            0.005875,            0.005875
                 127,            0.025035,            0.010588,           0.0025802,             0.95812,             0.95806,             0.99283,             0.80401,            0.020832,           0.0056012,           0.0010576,            0.005842,            0.005842,            0.005842
                 128,            0.026559,             0.01028,           0.0028953,             0.96328,             0.95732,             0.99233,             0.79447,            0.020597,           0.0055006,           0.0010634,            0.005809,            0.005809,            0.005809
                 129,             0.02744,             0.01204,           0.0027028,               0.961,             0.95745,             0.99232,              0.8026,            0.019836,           0.0053928,           0.0010569,            0.005776,            0.005776,            0.005776
                 130,            0.025115,            0.011167,           0.0024849,             0.95616,             0.95648,             0.98782,             0.76556,            0.020534,           0.0054083,           0.0010533,            0.005743,            0.005743,            0.005743
                 131,            0.025158,             0.01075,           0.0024929,             0.95166,             0.94511,             0.98124,             0.77437,            0.021758,           0.0054231,           0.0010021,             0.00571,             0.00571,             0.00571
                 132,            0.024593,           0.0098395,           0.0021819,             0.96532,              0.9508,             0.99345,             0.77855,            0.019458,           0.0052612,          0.00099206,            0.005677,            0.005677,            0.005677
                 133,            0.025171,            0.010609,           0.0022718,             0.95461,             0.93822,             0.99262,             0.73547,            0.018867,           0.0051854,          0.00097644,            0.005644,            0.005644,            0.005644
                 134,            0.023186,            0.010766,           0.0022485,             0.95609,             0.93964,             0.99199,              0.7589,            0.020059,           0.0052688,          0.00096017,            0.005611,            0.005611,            0.005611
                 135,            0.024734,            0.013121,           0.0023715,             0.96182,             0.93607,             0.98757,             0.75023,             0.01913,            0.005208,          0.00096911,            0.005578,            0.005578,            0.005578
                 136,            0.025306,           0.0098901,           0.0023239,             0.91508,              0.9702,             0.97573,             0.76565,            0.019378,           0.0052311,          0.00099856,            0.005545,            0.005545,            0.005545
                 137,            0.025651,           0.0087093,           0.0025206,             0.92148,             0.94414,             0.97352,             0.71717,             0.02022,           0.0053036,           0.0010315,            0.005512,            0.005512,            0.005512
                 138,             0.02465,           0.0097705,           0.0022485,             0.91547,             0.96192,             0.97924,             0.74054,            0.020157,           0.0053372,           0.0010571,            0.005479,            0.005479,            0.005479
                 139,            0.024961,            0.010097,           0.0024956,             0.88916,             0.96354,             0.95647,             0.72205,            0.021327,            0.005414,           0.0010392,            0.005446,            0.005446,            0.005446
                 140,            0.024521,            0.009954,           0.0022845,             0.88625,             0.97389,             0.96162,             0.74711,             0.02006,           0.0052588,           0.0010288,            0.005413,            0.005413,            0.005413
                 141,            0.023647,           0.0081987,           0.0027096,             0.95121,             0.95298,             0.98707,             0.76702,            0.020391,            0.005327,           0.0010392,             0.00538,             0.00538,             0.00538
                 142,            0.026114,            0.010264,           0.0024829,              0.9462,             0.94117,             0.98341,             0.78637,            0.020982,            0.005383,           0.0010472,            0.005347,            0.005347,            0.005347
